Date,Open,High,Low,Close,Adj Close,Volume,,,Linear return 
17/05/2022,146.029999,147.070007,144.949997,147.039993,144.266556,5057700,,,
18/05/2022,145.559998,145.589996,141.009995,141.509995,138.840866,2108300,,,-0.037608786
19/05/2022,140.199997,142.779999,139.880005,141.190002,138.526901,2515000,,,-0.00226133
20/05/2022,142.360001,142.570007,138.119995,141.190002,138.526901,4302400,,,0
23/05/2022,142.580002,143.589996,141.169998,143.179993,140.479355,2905500,,,0.014094403
24/05/2022,142.210007,142.699997,139.809998,142.289993,139.606155,4026400,,,-0.00621586
25/05/2022,141.839996,144.470001,141.770004,143.929993,141.21521,1937100,,,0.011525674
26/05/2022,144.770004,147.610001,144.770004,146.970001,144.197891,3162500,,,0.021121528
27/05/2022,147.779999,150.339996,147.75,150.339996,147.504303,3196700,,,0.022929683
31/05/2022,149.460007,150.119995,148.139999,148.929993,146.120895,2746200,,,-0.009378764
01/06/2022,149.580002,149.889999,146.130005,147.350006,144.570709,2113400,,,-0.010608928
02/06/2022,147.449997,149.979996,146.690002,149.940002,147.111862,1872400,,,0.017577233
03/06/2022,148.619995,149.169998,147.889999,148.169998,145.375244,1591900,,,-0.011804745
06/06/2022,149.369995,149.910004,148.350006,148.710007,145.905075,2004800,,,0.003644575
07/06/2022,147.419998,150.279999,147.279999,150.130005,147.298264,1581100,,,0.009548599
08/06/2022,149.429993,149.720001,147.710007,148.009995,145.218262,1370300,,,-0.014121022
09/06/2022,147.410004,147.710007,144.649994,144.649994,141.921631,1182100,,,-0.022701215
10/06/2022,142.389999,142.5,140.710007,140.710007,138.055969,2594700,,,-0.027238004
13/06/2022,137.419998,137.889999,134.389999,135.050003,132.502716,3705400,,,-0.04022465
14/06/2022,135.789993,136.119995,133.160004,134.350006,131.815933,3562600,,,-0.005183162
15/06/2022,135.550003,137.419998,133.449997,135.639999,133.081589,2899900,,,0.009601692
16/06/2022,132.850006,132.850006,129.919998,130.839996,128.372116,2967400,,,-0.035387863
17/06/2022,131.149994,132.259995,129.559998,131.139999,128.666458,3359100,,,0.002292881
21/06/2022,132.380005,133.259995,132.039993,132.690002,130.888885,1833300,,,0.017272777
22/06/2022,131.070007,133.820007,130.889999,132.619995,130.819824,3062800,,,-0.000527631
23/06/2022,133.220001,133.970001,131.990005,133.720001,131.904907,2607900,,,0.008294484
24/06/2022,134.850006,138.119995,134.800003,138.070007,136.195862,2259500,,,0.03253067
27/06/2022,138.490005,138.779999,137.270004,138,136.126801,2063000,,,-0.000507071
28/06/2022,138.75,139.940002,135.779999,135.899994,134.055298,1664200,,,-0.015217452
29/06/2022,135.940002,135.970001,134.300003,135.070007,133.236588,2203500,,,-0.006107256
30/06/2022,133.539993,135.449997,132.5,134.229996,132.40799,1868600,,,-0.006218997
01/07/2022,133.979996,136.179993,133.199997,135.869995,134.025696,2679100,,,0.012217586
05/07/2022,134.029999,135.570007,132.460007,135.550003,133.710052,1646500,,,-0.002355101
06/07/2022,135.520004,136.509995,134.399994,135.580002,133.73967,1318500,,,0.000221509
07/07/2022,136.449997,137.850006,136.429993,137.550003,135.682907,1481400,,,0.014529997
08/07/2022,137.369995,137.940002,136.279999,137.039993,135.179825,1120400,,,-0.003707777
11/07/2022,136.039993,136.529999,135.550003,135.779999,133.936935,1346600,,,-0.009194345
12/07/2022,135.25,136.690002,134.509995,135.130005,133.295761,1622200,,,-0.004787134
13/07/2022,133.309998,135.220001,132.800003,134.380005,132.555939,1679700,,,-0.005550229
14/07/2022,132.240005,133.490005,131.479996,133.320007,131.51033,1818900,,,-0.007888058
15/07/2022,134.910004,135.889999,133.860001,135.850006,134.005997,1669400,,,0.018976966
18/07/2022,136.960007,137.289993,134.800003,135.259995,133.423996,1122600,,,-0.004343097
19/07/2022,136.679993,139.419998,136.679993,139.139999,137.251328,1441400,,,0.028685485
20/07/2022,138.970001,140.410004,138.710007,140.070007,138.168732,2179800,,,0.006684117
21/07/2022,139.589996,141.160004,138.910004,141.160004,139.243912,1331500,,,0.007781645
22/07/2022,141.410004,141.970001,139.460007,140.339996,138.435043,1215400,,,-0.005809008
25/07/2022,140.600006,140.970001,139.710007,140.690002,138.780289,1571600,,,0.002493921
26/07/2022,140.25,140.259995,139.25,139.589996,137.695221,903500,,,-0.007818603
27/07/2022,140.330002,142.820007,140.089996,142.300003,140.368439,2192800,,,0.019414022
28/07/2022,142.639999,144.679993,141.539993,144.550003,142.587906,2438200,,,0.015811724
29/07/2022,144.529999,146.199997,144.210007,145.839996,143.860382,1981900,,,0.008924151
01/08/2022,145.110001,146.039993,144.360001,145.559998,143.584183,2047000,,,-0.00191991
02/08/2022,145.020004,146.259995,144.240005,144.529999,142.568146,1446900,,,-0.007076246
03/08/2022,145.279999,146.410004,144.770004,146.029999,144.047791,1772500,,,0.01037851
04/08/2022,145.850006,146.179993,145.5,145.720001,143.74202,1662700,,,-0.002122705
05/08/2022,144.419998,146.070007,144.309998,145.880005,143.899826,1454500,,,0.001097842
08/08/2022,146.679993,147.699997,146.029999,146.289993,144.30426,1441500,,,0.002810525
09/08/2022,146.100006,146.210007,145.009995,145.440002,143.46582,1237700,,,-0.005810223
10/08/2022,147.839996,148.759995,147.630005,148.550003,146.5336,3283100,,,0.021383351
11/08/2022,149.589996,150.899994,148.949997,149.210007,147.184647,3091600,,,0.004442988
12/08/2022,149.889999,151.639999,149.679993,151.619995,149.56192,2342600,,,0.016151637
15/08/2022,150.720001,152.130005,150.639999,151.949997,149.887451,2753200,,,0.002176563
16/08/2022,151.509995,153.100006,151.389999,152.389999,150.321487,1361700,,,0.002895746
17/08/2022,151.029999,151.809998,150.130005,150.960007,148.910889,1394100,,,-0.009383875
18/08/2022,151.050003,151.639999,150.660004,151.440002,149.384369,1148500,,,0.00317962
19/08/2022,150.410004,150.559998,149.020004,149.440002,147.411514,997400,,,-0.013206569
22/08/2022,147.75,147.75,145.940002,146.320007,144.333878,2248300,,,-0.020877854
23/08/2022,146.389999,147.169998,145.759995,145.940002,143.95903,1557400,,,-0.00259709
24/08/2022,145.970001,147.169998,145.720001,146.669998,144.679108,878800,,,0.005001965
25/08/2022,147.270004,148.929993,147.070007,148.929993,146.908432,1779700,,,0.015408749
26/08/2022,149.100006,149.130005,144.070007,144.130005,142.173599,1560500,,,-0.032229825
29/08/2022,143.070007,144.470001,142.690002,143.289993,141.344986,2167300,,,-0.005828178
30/08/2022,143.729996,143.779999,141.179993,141.779999,139.855499,2164600,,,-0.010537954
31/08/2022,142.279999,142.720001,140.610001,140.759995,138.849335,2165500,,,-0.007194311
01/09/2022,139.809998,140.990005,138.639999,140.880005,138.967728,1838600,,,0.000852672
02/09/2022,142.339996,142.949997,139.210007,139.860001,137.961548,1296200,,,-0.007240386
06/09/2022,140.300003,140.490005,138.529999,139.470001,137.576828,1868500,,,-0.002788603
07/09/2022,139.350006,142.759995,139.330002,142.529999,140.595306,2094900,,,0.021940308
08/09/2022,141.690002,143.820007,141.119995,143.759995,141.808609,2110200,,,0.008629755
09/09/2022,144.729996,146.110001,144.5,145.740005,143.761749,1548200,,,0.013773071
12/09/2022,146.589996,147.449997,146.259995,147.100006,145.103287,1844600,,,0.009331676
13/09/2022,143.960007,144.350006,140.869995,141.279999,139.362289,2008000,,,-0.039564907
14/09/2022,141.550003,141.800003,140.070007,141.270004,139.352432,1575900,,,-7.07E-05
15/09/2022,140.860001,142.259995,139.789993,140.149994,138.247604,1678700,,,-0.007928301
16/09/2022,138.610001,139.039993,137.580002,138.75,136.866623,2430900,,,-0.009989186
19/09/2022,136.860001,139.220001,136.860001,139.149994,137.887268,1283100,,,0.007457224
20/09/2022,138.009995,138.100006,135.919998,136.910004,135.667603,1497600,,,-0.016097679
21/09/2022,137.639999,138.800003,134.639999,134.639999,133.418198,2226800,,,-0.016580266
22/09/2022,134.559998,134.710007,132.600006,132.710007,131.505722,3304900,,,-0.014334446
23/09/2022,131.380005,131.380005,128.690002,130.479996,129.295944,4099600,,,-0.016803664
26/09/2022,129.990005,130.979996,128.089996,128.589996,127.423103,2987200,,,-0.014484917
27/09/2022,129.860001,130.570007,127.260002,128.179993,127.016815,2756000,,,-0.003188496
28/09/2022,128.949997,131.809998,128.449997,131.160004,129.969788,4854500,,,0.023248678
29/09/2022,129.970001,130,127.739998,128.679993,127.512276,3154600,,,-0.018908333
30/09/2022,128.570007,129.850006,127.080002,127.279999,126.124985,2548300,,,-0.010879666
03/10/2022,128.669998,131.600006,127.940002,130.830002,129.642776,4943300,,,0.02789131
04/10/2022,132.850006,135.360001,132.809998,135.339996,134.111847,4074600,,,0.034472195
05/10/2022,133.690002,135.690002,132.800003,134.809998,133.586655,2399300,,,-0.003916075
06/10/2022,134.259995,135.300003,133.080002,133.309998,132.100266,1698900,,,-0.011126778
07/10/2022,132.009995,132.199997,129.389999,130.149994,128.968933,3197700,,,-0.023704214
10/10/2022,130.610001,130.759995,128.399994,129.270004,128.096939,3571800,,,-0.006761272
11/10/2022,128.789993,130.440002,127.730003,128.690002,127.522194,2521900,,,-0.004486797
12/10/2022,128.740005,129.139999,127.910004,128.020004,126.858284,2419900,,,-0.005206231
13/10/2022,125.459999,131.699997,124.919998,131.100006,129.910324,4820200,,,0.024058657
14/10/2022,131.979996,132.699997,127.919998,128.199997,127.036644,2663400,,,-0.02212049
17/10/2022,130.309998,131.679993,130.309998,130.990005,129.801331,2500700,,,0.02176291
18/10/2022,133.509995,134.210007,131.669998,132.929993,131.723709,4707000,,,0.014810156
19/10/2022,132.009995,132.779999,130.369995,131.360001,130.167969,2030400,,,-0.01181063
20/10/2022,131.529999,132.770004,129.619995,129.899994,128.721207,2821500,,,-0.011114578
21/10/2022,129.889999,133.059998,129.279999,132.869995,131.664261,2535100,,,0.022863785
24/10/2022,133.520004,134.720001,132.669998,134.350006,133.130844,2637600,,,0.011138809
25/10/2022,134.360001,137.050003,134.270004,136.929993,135.687424,3735900,,,0.019203514
26/10/2022,137.059998,138.869995,136.809998,137.199997,135.954971,2762100,,,0.001971789
27/10/2022,138,139.149994,137.169998,137.330002,136.083786,2734800,,,0.000947483
28/10/2022,137.399994,140.330002,137.220001,140.179993,138.907913,3407200,,,0.020752854
31/10/2022,139.440002,140.449997,139.110001,139.559998,138.293549,3715700,,,-0.004422815
01/11/2022,141.029999,141.229996,139.25,139.899994,138.630463,3684400,,,0.002436224
02/11/2022,139.639999,143.550003,136.490005,136.490005,135.251419,4326800,,,-0.02437447
03/11/2022,135.080002,136.740005,134.089996,135.800003,134.567673,4013800,,,-0.00505537
04/11/2022,137.699997,138.839996,135.740005,137.910004,136.658524,5355300,,,0.015537543
07/11/2022,138.470001,139.199997,137.539993,139.009995,137.748535,3693600,,,0.007976165
08/11/2022,139.360001,141.130005,138.339996,139.839996,138.571014,6172400,,,0.005970873
09/11/2022,138.919998,139.699997,137.119995,137.330002,136.083786,2566800,,,-0.017949122
10/11/2022,142.070007,144.880005,141.75,144.690002,143.377014,6723100,,,0.053593659
11/11/2022,145.179993,146.580002,144.740005,146.080002,144.754395,7571900,,,0.009606707
14/11/2022,145.559998,146.619995,144.410004,144.490005,143.178818,3673600,,,-0.010884485
15/11/2022,146.639999,146.960007,144.460007,145.850006,144.526474,3981800,,,0.009412398
16/11/2022,145.139999,145.320007,144.009995,144.300003,142.990555,4210900,,,-0.01062725
17/11/2022,142.369995,143.490005,141.75,143.460007,142.158173,5512600,,,-0.005821238
18/11/2022,144.910004,145.160004,143.339996,144.529999,143.218445,3439700,,,0.007458396
21/11/2022,143.910004,144.669998,143.559998,144.470001,143.158997,1938100,,,-0.000415086
22/11/2022,145.259995,146.460007,144.929993,146.389999,145.061569,3184200,,,0.013289923
23/11/2022,146.149994,147.240005,146.080002,147,145.666046,2213200,,,0.004167038
25/11/2022,147,147.5,147,147.5,146.161499,825500,,,0.003401294
28/11/2022,146.279999,146.740005,144.580002,144.869995,143.555374,1915600,,,-0.017830448
29/11/2022,145.139999,145.789993,144.630005,145.330002,144.0112,2202100,,,0.003175263
30/11/2022,145.5,148.889999,144.320007,148.820007,147.469543,4546500,,,0.024014403
01/12/2022,149.619995,150.199997,148.350006,149.029999,147.677628,3723600,,,0.001411037
02/12/2022,147.169998,149.360001,147.169998,148.940002,147.58844,2260600,,,-0.000603937
05/12/2022,147.880005,147.970001,145.619995,146.059998,144.734558,2811400,,,-0.019336758
06/12/2022,146.100006,146.270004,143.470001,144.460007,143.149094,2693600,,,-0.010954288
07/12/2022,144.059998,145.270004,143.910004,144.220001,142.91127,2269900,,,-0.001661373
08/12/2022,145.070007,145.869995,144.509995,145.149994,143.832825,2570600,,,0.006448442
09/12/2022,144.660004,145.410004,143.970001,144.029999,142.722992,1650200,,,-0.007716132
12/12/2022,144.270004,146.149994,143.869995,146.149994,144.823746,1914200,,,0.0147191
13/12/2022,150.080002,150.080002,146.119995,147.169998,145.834488,4117400,,,0.006979118
14/12/2022,147.100006,148.360001,145.229996,146.300003,144.972397,2919500,,,-0.005911434
15/12/2022,144.460007,144.720001,142.550003,143.089996,141.791519,3411200,,,-0.021941267
16/12/2022,141.830002,142.240005,140.429993,141.360001,140.077225,2988000,,,-0.012090244
19/12/2022,140.860001,141.149994,138.960007,139.630005,138.931,4400500,,,-0.008182808
20/12/2022,139.460007,140.360001,139.009995,139.770004,139.070297,2076800,,,0.001002634
21/12/2022,140.940002,142.270004,140.779999,141.929993,141.219467,3052200,,,0.015453839
22/12/2022,140.830002,140.889999,138.009995,140.389999,139.687195,3763300,,,-0.010850289
23/12/2022,140.279999,141.339996,139.570007,141.289993,140.582672,2284500,,,0.006410588
27/12/2022,141.419998,141.850006,140.559998,141.380005,140.672241,2010700,,,0.000637127
28/12/2022,141.479996,141.899994,139.320007,139.350006,138.652405,2306100,,,-0.014358455
29/12/2022,140.279999,142.220001,140.139999,141.830002,141.11998,2587400,,,0.017796842
30/12/2022,140.940002,141.339996,139.960007,141.25,140.542877,2805100,,,-0.004089449
03/01/2023,142.080002,142.839996,140,141.119995,140.413528,3859700,,,-0.000920353
04/01/2023,142.080002,143.919998,141.850006,143.320007,142.602524,2506200,,,0.015589637
05/01/2023,142.389999,142.529999,141.399994,141.830002,141.11998,2243500,,,-0.010396338
06/01/2023,143.320007,145.639999,142.309998,145.229996,144.50296,2841600,,,0.023972367
09/01/2023,145.970001,147.149994,145.220001,145.289993,144.562653,2701400,,,0.000413092
10/01/2023,145.100006,146.410004,144.649994,146.380005,145.647202,2115300,,,0.007502277
11/01/2023,146.970001,148.179993,146.800003,148.160004,147.418289,3979800,,,0.012160117
12/01/2023,148.610001,149.240005,147.220001,148.720001,147.975494,2916800,,,0.003779755
13/01/2023,147.529999,149.270004,147.309998,149.070007,148.323746,2069900,,,0.002353444
17/01/2023,148.970001,149.660004,148.559998,148.740005,147.995392,3228600,,,-0.002213766
18/01/2023,149.330002,149.679993,146.369995,146.449997,145.716843,2689300,,,-0.015396081
19/01/2023,145.550003,145.820007,144.369995,144.940002,144.214417,2753100,,,-0.010310586
20/01/2023,145.440002,147.539993,144.559998,147.460007,146.721802,2564800,,,0.017386507
23/01/2023,147.789993,149.949997,147.5,149.330002,148.582443,2475700,,,0.012681421
24/01/2023,148.899994,149.369995,148.029999,148.979996,148.234177,2383300,,,-0.002343924
25/01/2023,147.729996,149.350006,146.949997,149.320007,148.572495,2948800,,,0.002282321
26/01/2023,150.149994,150.610001,149,150.520004,149.766479,4367800,,,0.008036373
27/01/2023,150.210007,151.539993,149.979996,150.800003,150.045074,2888300,,,0.001860196
30/01/2023,149.729996,150.860001,149.100006,149.199997,148.453079,2587000,,,-0.010610112
31/01/2023,149.580002,151.729996,149.240005,151.729996,150.970413,3279900,,,0.016957102
01/02/2023,150.940002,154.289993,150.229996,153.279999,152.512665,3688100,,,0.010215591
02/02/2023,154.350006,155.720001,153.699997,154.960007,154.18425,4528000,,,0.010960303
03/02/2023,153.380005,154.279999,152.630005,153.059998,152.293762,4671900,,,-0.012261226
06/02/2023,152.070007,152.460007,151.470001,151.979996,151.219162,1874000,,,-0.0070561
07/02/2023,151.639999,153.850006,150.770004,153.399994,152.63205,4267400,,,0.009343313
08/02/2023,152.589996,153.139999,151.600006,151.889999,151.129623,2797000,,,-0.009843457
09/02/2023,153.070007,153.360001,150.059998,150.5,149.746582,2179500,,,-0.009151356
10/02/2023,150.089996,151.100006,149.809998,150.960007,150.204285,2329900,,,0.003056517
13/02/2023,151.139999,152.669998,150.850006,152.649994,151.885803,2036100,,,0.011194874
14/02/2023,152.259995,153.460007,151.020004,152.360001,151.59726,3398000,,,-0.001899736
15/02/2023,151.600006,153.100006,151.300003,153.080002,152.31366,1892400,,,0.004725679
16/02/2023,151.289993,152.740005,150.929993,151.350006,150.592331,2223700,,,-0.011301212
17/02/2023,150.710007,151.149994,149.809998,151.029999,150.273926,1673900,,,-0.002114351
21/02/2023,149.710007,149.800003,147.520004,147.75,147.010345,2587800,,,-0.021717547
22/02/2023,147.850006,148.509995,146.990005,147.570007,146.831253,3720800,,,-0.001218227
23/02/2023,148.470001,148.809998,146.559998,148.119995,147.378479,2632600,,,0.003726904
24/02/2023,146.369995,147.160004,145.669998,146.850006,146.114853,3517500,,,-0.00857402
27/02/2023,148.100006,148.669998,146.679993,147.029999,146.293945,2366500,,,0.001225693
28/02/2023,147.080002,147.759995,146.600006,146.600006,145.866104,2763300,,,-0.00292453
01/03/2023,146.350006,146.889999,145.740005,146.330002,145.597458,2872500,,,-0.00184173
02/03/2023,145.770004,147.789993,145.300003,147.479996,146.741684,3517300,,,0.007858832
03/03/2023,148.179993,149.720001,147.610001,149.550003,148.801331,3095000,,,0.014035869
06/03/2023,149.729996,150.210007,148.600006,148.830002,148.084946,2626400,,,-0.004814372
07/03/2023,148.869995,149.020004,146.220001,146.429993,145.696945,2875200,,,-0.016125886
08/03/2023,146.490005,147.169998,145.880005,146.740005,146.005402,3049300,,,0.002117114
09/03/2023,146.850006,147.289993,143.190002,143.5,142.781616,3693800,,,-0.022079909
10/03/2023,143.130005,143.509995,139.649994,140.470001,139.766785,7123300,,,-0.02111498
13/03/2023,138.009995,140.699997,137.020004,138.75,138.055405,8104700,,,-0.01224454
14/03/2023,141.220001,141.949997,139.110001,140.699997,139.995636,3819100,,,0.014054002
15/03/2023,138.110001,138.729996,136.669998,138.729996,138.035492,6605200,,,-0.014001465
16/03/2023,137.520004,140.690002,137.139999,140.399994,139.697128,8420400,,,0.012037745
17/03/2023,139.960007,139.960007,137.580002,138.029999,137.339005,4967300,,,-0.016880254
20/03/2023,137.889999,139.669998,137.889999,139.119995,139.119995,3404300,,,0.012967838
21/03/2023,140.699997,141.259995,140.139999,140.979996,140.979996,2214900,,,0.01336976
22/03/2023,140.990005,141.490005,137.679993,137.809998,137.809998,5039600,,,-0.022485445
23/03/2023,138.520004,139.889999,136.369995,137.350006,137.350006,7020600,,,-0.003337871
24/03/2023,136.610001,138.619995,135.789993,138.520004,138.520004,6862600,,,0.008518369
27/03/2023,139.710007,140.149994,138.860001,139.440002,139.440002,3065600,,,0.006641626
28/03/2023,139.229996,140.130005,139.100006,139.720001,139.720001,1693400,,,0.002008025
29/03/2023,141,141.929993,140.830002,141.820007,141.820007,2480600,,,0.015030103
30/03/2023,142.940002,143.179993,141.929993,142.520004,142.520004,2695900,,,0.004935813
31/03/2023,143.080002,144.679993,143.080002,144.619995,144.619995,2737800,,,0.014734711
03/04/2023,144.720001,145.289993,144.059998,144.740005,144.740005,3390800,,,0.00082983
04/04/2023,145.029999,145.100006,142.649994,143.289993,143.289993,2904000,,,-0.010018046
05/04/2023,142.850006,143.410004,142.369995,142.990005,142.990005,3234000,,,-0.002093573
06/04/2023,142.830002,143.279999,142.380005,143.089996,143.089996,2182700,,,0.000699287
10/04/2023,142.490005,144,142.360001,143.960007,143.960007,2635300,,,0.006080166
11/04/2023,144.389999,145.440002,144.320007,144.899994,144.899994,2225200,,,0.006529501
12/04/2023,145.809998,145.869995,143.979996,144.199997,144.199997,3066100,,,-0.004830897
13/04/2023,144.449997,145.559998,143.860001,145.309998,145.309998,3190500,,,0.007697649
14/04/2023,145.279999,145.990005,143.910004,144.649994,144.649994,2504300,,,-0.004542041
17/04/2023,144.710007,145.639999,144.440002,145.630005,145.630005,2399800,,,0.00677505
18/04/2023,146.039993,146.210007,145.119995,145.639999,145.639999,1569400,,,6.86E-05
19/04/2023,145,145.850006,144.869995,145.679993,145.679993,1784900,,,0.000274609
20/04/2023,144.720001,145.399994,144.389999,144.880005,144.880005,3451700,,,-0.005491406
21/04/2023,145.130005,145.130005,144.130005,144.919998,144.919998,2160900,,,0.000276042
24/04/2023,144.860001,145.289993,144.589996,145.190002,145.190002,1523600,,,0.001863125
25/04/2023,144.399994,144.429993,142.639999,142.720001,142.720001,2563200,,,-0.017012198
26/04/2023,142.399994,142.479996,140.940002,141.229996,141.229996,5378700,,,-0.010440057
27/04/2023,141.820007,143.580002,141.429993,143.550003,143.550003,5993000,,,0.016427155
28/04/2023,143.259995,145.190002,143.229996,145.139999,145.139999,2965600,,,0.011076252
01/05/2023,145.029999,145.830002,144.860001,145.009995,145.009995,3000900,,,-0.000895714
02/05/2023,144.529999,144.529999,141.449997,142.839996,142.839996,4489800,,,-0.014964479
03/05/2023,143.100006,144.25,141.889999,142.009995,142.009995,5835800,,,-0.005810704
04/05/2023,141.690002,141.910004,140.160004,140.660004,140.660004,5483300,,,-0.00950631
05/05/2023,141.899994,143.429993,141.899994,143.029999,143.029999,4860300,,,0.016849104
08/05/2023,143.419998,143.440002,142.300003,142.770004,142.770004,2332900,,,-0.001817766
09/05/2023,142.119995,142.580002,141.759995,142.240005,142.240005,2242700,,,-0.003712257
10/05/2023,143.259995,143.429993,140.919998,142.220001,142.220001,3871400,,,-0.000140636
11/05/2023,141.610001,141.75,140.779999,141.509995,141.509995,3839400,,,-0.004992308
12/05/2023,142.039993,142.179993,140.600006,141.520004,141.520004,3477400,,,7.07E-05
15/05/2023,141.729996,142.539993,141.259995,142.320007,142.320007,2322700,,,0.005652932
16/05/2023,141.860001,141.860001,140.289993,140.309998,140.309998,4668100,,,-0.014123165
